Team,Name,Price,Rating,Room_Type
BAL,"Candlewood Suites Baltimore - Inner Harbor, an IHG Hotel",168,7.7,Private suite1 king bed
BAL,Hampton Inn & Suites Baltimore Inner Harbor,228,8.3,2 queen beds
BAL,Hyatt Place Baltimore Inner Harbor,234,7.8,"3 beds (1 sofa bed, 2 queens)"
BAL,"Staybridge Suites Baltimore - Inner Harbor, an IHG Hotel",232,8.6,Private suite2 queen beds
BAL,Tru By Hilton Baltimore Harbor East,202,8.6,2 queen beds
BAL,Hampton Inn & Suites Baltimore/Woodlawn,237,8.3,2 queen beds
BAL,SpringHill Suites by Marriott Baltimore Downtown/Inner Harbor,232,8.0,"Private suite2 beds (1 sofa bed, 1 queen)"
BAL,Best Western Plus Hotel & Conference Center,240,7.3,2 queen beds
BAL,La Quinta by Wyndham Baltimore N / White Marsh,167,6.8,1 queen bed
BAL,Hampton Inn Baltimore Bayview Campus,287,8.5,2 queen beds
BAL,"The Inn at Henderson's Wharf, Ascend Hotel Collection",384,8.6,1 queen bed
BAL,Courtyard Baltimore Downtown/McHenry Row,301,8.5,2 queen beds
BAL,Hampton Inn Baltimore-Downtown-Convention Center,380,8.5,2 queen beds
BAL,Days Inn by Wyndham Baltimore Inner Harbor,207,6.5,1 queen bed
BAL,La Quinta by Wyndham Inner Harbor Downtown,163,5.2,1 queen bed
BAL,"Hotel Brexton, Trademark Collection by Wyndham",354,7.2,1 queen bed
BAL,Fairfield Inn & Suites White Marsh,194,8.2,1 queen bed
BAL,Comfort Inn & Suites Baltimore Inner Harbor,217,5.4,1 queen bed
BAL,Residence Inn Baltimore White Marsh,258,8.1,Entire studio•1 bathroom•1 kitchen•463 ft²1 queen bed
BAL,"Holiday Inn Express Baltimore At The Stadiums, an IHG Hotel",207,4.6,2 queen beds
CIN,"Tru By Hilton Sharonville, OH",151,8.9,2 queen beds
CIN,"Voco The Clair Cincinnati Downtown, an IHG Hotel",316,8.6,2 queen beds
CIN,Hampton Inn and Suites Cincinnati - Downtown,245,7.3,2 queen beds
CIN,Hampton Inn & Suites Cincinnati Midtown Rookwood,262,9.0,2 queen beds
CIN,Hilton Garden Inn Cincinnati Midtown,263,8.3,2 queen beds
CIN,Fairfield Inn & Suites by Marriott Cincinnati Uptown/University Area,248,8.6,2 queen beds
CIN,Homewood Suites by Hilton Cincinnati-Downtown,292,7.1,Private suite•2 bedrooms•603 ft²2 queen beds
CIN,Hampton Inn & Suites Cincinnati / Uptown - University Area,211,8.0,2 queen beds
CIN,Quality Inn & Suites,161,6.6,2 queen beds
CIN,"Hampton Inn & Suites - Cincinnati/Kenwood, OH",231,8.8,2 queen beds
CIN,Home2 Suites By Hilton Cincinnati Midtown Oakley,245,101,Private suite2 queen beds
CIN,Home2 Suites By Hilton Cincinnati Eastgate,214,101,1 queen bed
CIN,Best Western PLUS Hannaford Inn & Suites,159,7.9,1 queen bed
CIN,Homewood Suites By Hilton Cincinnati Midtown,313,9.0,Private suite•2 bedrooms•377 ft²2 queen beds
CIN,Best Western Premier Mariemont Inn,399,9.5,2 queen beds
CIN,Best Western Clermont,193,7.7,1 queen bed
CIN,Residence Inn by Marriott Cincinnati Midtown/Rookwood,438,8.6,"Private suite•1 bedroom•1 living room•1 bathroom•721 ft²3 beds (1 sofa bed, 2 queens)"
CLE,"Hotel Indigo Cleveland Downtown, an IHG Hotel",227,8.1,2 queen beds
CLE,Hampton Inn Cleveland-Downtown,219,8.0,2 queen beds
CLE,Hilton Garden Inn Cleveland Downtown,220,6.9,2 queen beds
CLE,Drury Plaza Hotel Cleveland Downtown,240,9.0,2 queen beds
CLE,Aloft Cleveland Downtown,260,8.2,2 queen beds
CLE,Tru By Hilton Cleveland Midtown,236,8.2,2 queen beds
CLE,"Holiday Inn Cleveland Clinic, an IHG Hotel",288,7.9,2 queen beds
CLE,Residence Inn by Marriott Cleveland University Circle/Medical Center,331,8.3,"3 beds (1 sofa bed, 2 queens)"
CLE,The Glidden House,322,9.1,1 queen bed
CLE,Courtyard Cleveland University Circle,363,8.3,2 queen beds
